ride_id,rider_id,pickup_date,pickup_time,pickup_location,drop_location,fare_amount,trip_distance,wait_time,trip_duration,driver_rating,customer_rating,pickup_datetime,tip_amount,total_amount,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,driver_id,payment_type_Credit Card,payment_type_Debit Card,payment_type_UPI,payment_type_Uber Wallet,payment_type_nan,vehicle_type_Bike,vehicle_type_Go Mini,vehicle_type_Go Sedan,vehicle_type_Premier Sedan,vehicle_type_Uber XL,vehicle_type_eBike,vehicle_type_nan,booking_status_nan,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,is_rush_hour,fare_per_km,fare_per_minute,speed_kmh,profitability_score,should_accept
CNR2743139,CID9292059,2024-01-31,21.87018442887625,DLF City Court,Rajiv Nagar,90.0,22.02,12.3,20.3,4.3,4.4,2024-01-31 12:47:12,0,90.0,28.62978119757492,77.3192897595756,28.84513887988219,77.17068200351548,driver_87515,False,False,True,False,False,False,True,False,False,False,False,False,False,12,2,1,0,0,4.08719327487769,4.433497318546929,65.08355147718775,0.0626581857169494,0
CNR3296844,CID4191496,2024-05-03,5.756349698127311,Noida Sector 62,Ghaziabad,482.0,15.45,4.6,15.3,3.9,4.7,2024-05-03 16:58:27,0,482.0,28.91416524849117,77.21132428540194,28.84936739391007,77.03364296685223,driver_33076,False,False,True,False,False,False,False,True,False,False,False,False,False,16,4,5,0,0,31.197408983986477,31.50326591481922,60.58799769412669,0.3856284946236559,1
CNR3818296,CID4931226,2024-09-01,6.070878976733344,Paharganj,Botanical Garden,709.0,23.4,6.2,37.5,4.1,5.0,2024-09-01 12:17:04,0,709.0,28.57114779259638,77.06490676269337,28.340108420881137,77.21497174364269,driver_52751,False,False,True,False,False,False,True,False,False,False,False,False,False,12,6,9,1,0,30.299144004310087,18.906666162488904,37.43994009609584,0.3034057603686635,1
CNR3304838,CID7880849,2024-03-23,17.216245645536617,INA Market,Sadar Bazar Gurgaon,1210.0,4.63,10.5,35.5,4.0,4.5,2024-03-23 16:32:13,0,1210.0,28.367885230713764,77.25504488112703,28.569841904518896,77.04467122857626,driver_84243,False,True,False,False,False,False,True,False,False,False,False,False,False,16,5,3,1,0,261.3390364278539,34.084506082126595,7.825338886751177,0.4923112903225807,1
CNR9155524,CID3196571,2024-04-11,13.649612736602712,Lal Quila,Tilak Nagar,427.0,12.17,7.7,39.3,4.3,3.7,2024-04-11 07:49:42,0,427.0,28.722614554437783,77.3478950063721,28.788630444264225,77.24087322832663,driver_47006,True,False,False,False,False,False,False,True,False,False,False,False,False,7,3,4,0,1,35.08627484911464,10.865139672642758,18.580124305153735,0.5287571755143511,1
CNR9696241,CID1501925,2024-03-16,20.892843052539273,INA Market,Vinobapuri,693.0,28.69,14.2,36.5,3.7,4.9,2024-03-16 16:53:01,0,693.0,28.73209351908455,77.31664170440663,28.616349779530424,77.24262572456338,driver_53486,False,False,True,False,False,False,True,False,False,False,False,False,False,16,5,3,1,0,24.154756913392927,18.986300849690387,47.161566309754015,0.2581529569892473,1
CNR9784681,CID9528621,2024-05-18,11.169443768832336,AIIMS,Faridabad Sector 15,317.0,41.45,14.9,33.4,4.3,4.2,2024-05-18 14:14:29,0,317.0,28.702162684642204,77.2368388502863,28.58662847199457,77.10177195772869,driver_72025,False,False,True,False,False,True,False,False,False,False,False,False,False,14,5,5,1,0,7.647768211151551,9.491017679909652,74.46094408213638,0.135404660398768,0
CNR6246683,CID2570845,2024-08-12,19.941920698681177,Satguru Ram Singh Marg,Shastri Park,172.0,48.14,13.2,36.2,3.9,4.8,2024-08-12 19:01:51,0,172.0,28.688893839294487,77.20419906578496,28.47077285321688,77.07381473913013,driver_12365,False,False,True,False,False,False,True,False,False,False,False,False,False,19,0,8,0,1,3.5729122647920177,4.751381084215992,79.78992300012762,0.1130773661822048,0
CNR3010473,CID3818105,2024-08-28,2.9459814948903347,Janakpuri,Khandsa,943.0,4.09,2.1,23.9,4.3,5.0,2024-08-28 16:25:34,0,943.0,28.53841338034281,77.14362079671218,28.474548185992106,77.114751852057,driver_6852,False,True,False,False,False,False,False,False,False,False,False,False,False,16,2,8,0,0,230.56229081606585,39.4560652947253,10.267756649983308,0.4782322126306224,1
CNR9660227,CID6263688,2024-12-28,6.672648625327842,Vaishali,Ghitorni Village,233.0,49.92,10.7,30.4,4.3,3.9,2024-12-28 22:28:24,0,233.0,28.5021361403585,77.12892223436515,28.66165040601741,77.43481756172358,driver_42339,False,False,False,False,False,False,False,False,True,False,False,False,False,22,5,12,1,0,4.667467855218994,7.6644734320896895,98.5261213300237,0.1115648756934456,0
CNR3367833,CID9782292,2024-02-15,12.205583593105516,Sushant Lok,Kanhaiya Nagar,831.0,14.81,13.2,26.5,4.5,4.6,2024-02-15 08:30:22,0,831.0,28.467963108261458,77.23298478954024,28.63379045650234,77.09105616109805,driver_57442,True,False,False,False,False,False,False,False,False,False,False,False,False,8,3,2,0,1,56.11073220049074,31.35848938269851,33.5319995501897,0.4846080113434952,1
CNR3205034,CID2287316,2024-12-08,21.371064796237775,Sultanpur,Paschim Vihar,456.0,15.19,14.7,36.7,4.3,4.9,2024-12-08 19:52:42,0,456.0,28.66582734974999,77.10945178133589,28.61508661400696,77.27775664545035,driver_38567,False,False,False,False,False,True,False,False,False,False,False,False,False,19,6,12,1,1,30.01974785913444,12.425067781333302,24.833746865808937,0.4649936138857049,1
CNR9732435,CID6602159,2024-06-24,8.716633440344598,Tilak Nagar,Moti Nagar,620.0,42.68,5.3,30.0,4.2,4.7,2024-06-24 16:33:29,0,620.0,28.723195911089668,77.17893590346266,28.588234757341496,77.3232046781544,driver_11119,False,False,False,False,False,False,False,False,True,False,False,False,False,16,0,6,0,0,14.52671006263566,20.6666659777778,85.35982928034143,0.1842243344816787,0
CNR3431786,CID3628397,2024-06-17,4.343795892186417,Patel Chowk,Hauz Rani,243.0,27.7,3.6,15.2,3.8,3.8,2024-06-17 14:20:00,0,243.0,28.6596212636212,77.20575056321792,28.492453373614406,77.15292763320765,driver_20744,False,False,False,True,False,False,False,True,False,False,False,False,False,14,0,6,0,0,8.772562860196286,15.9868410534973,109.34167365128825,0.1366911477869467,0
CNR3541778,CID4647201,2024-03-09,9.161236768225578,Ardee City,Chirag Delhi,194.0,10.38,12.1,39.2,4.7,4.9,2024-03-09 03:28:20,0,194.0,28.44454997053856,77.27665473435846,28.639794225305568,77.08983133802306,driver_32243,False,False,False,True,False,False,True,False,False,False,False,False,False,3,5,3,1,0,18.689786253392462,4.948979465587258,15.887730784085532,0.4790542822109036,1
CNR5406350,CID3856703,2024-05-17,4.017930998416255,Kashmere Gate ISBT,Preet Vihar,128.0,48.17,6.8,40.3,4.4,4.5,2024-05-17 11:00:27,0,128.0,28.46358646850256,77.03237758257255,28.52031035434591,77.09705045296988,driver_74586,False,False,True,False,False,False,False,False,True,False,False,False,False,11,4,5,0,0,2.6572554980847936,3.1761785812362637,71.71701481337745,0.0630277200656096,0
CNR7864417,CID4117128,2024-05-02,14.42752871919532,Peeragarhi,Mayur Vihar,222.0,9.46,7.7,15.4,4.2,3.9,2024-05-02 20:31:14,0,222.0,28.478391393422505,77.29818369622677,28.58014390510196,77.17624280747809,driver_13610,False,False,True,False,False,False,True,False,False,False,False,False,False,20,3,5,0,0,23.46722796329514,14.415583479507566,36.85699925844445,0.4685926593853187,1
CNR2268200,CID7309700,2024-03-17,19.46391317308818,South Extension,Vinobapuri,496.0,48.59,13.0,26.7,4.9,4.6,2024-03-17 19:03:44,0,496.0,28.565964605734393,77.15944908718997,28.405684003402556,77.17291704984015,driver_10578,False,False,False,False,False,True,False,False,False,False,False,False,False,19,6,3,1,1,10.20786148985673,18.57677833045774,109.19076586344752,0.2302051971326165,0
CNR7079328,CID7561967,2024-02-25,10.350180798684883,Samaypur Badli,Hero Honda Chowk,1118.0,47.19,8.1,36.9,4.2,4.6,2024-02-25 01:00:15,0,1118.0,28.689285185879005,77.13665139935121,28.655653654829923,77.33621549093534,driver_87773,False,False,False,False,False,False,True,False,False,False,False,False,False,1,6,2,1,0,23.69145955305235,30.298102159943035,76.73158255027226,0.2719356808667816,1
CNR5603777,CID4065996,2024-04-22,17.489715130400857,Hauz Khas,Mandi House,495.0,18.94,12.8,32.9,3.5,4.1,2024-04-22 14:44:29,0,495.0,28.668552426565014,77.21152688361228,28.466838134963613,77.2379163623361,driver_79777,False,False,False,False,False,False,False,False,False,False,False,False,False,14,0,4,0,0,26.135162294869993,15.04559224785434,34.54097044199919,0.2537527908662558,0
CNR1303425,CID7556665,2024-10-02,7.675302733323156,Golf Course Road,Akshardham,356.0,18.93,7.3,33.6,4.1,4.3,2024-10-02 12:37:25,0,356.0,28.64747314549372,77.27052322865873,28.634098632485586,76.9749958245089,driver_48977,False,False,True,False,False,False,True,False,False,False,False,False,False,12,2,10,0,0,18.806126845952093,10.595237779903638,33.80351106515881,0.2330052452137424,0
CNR7683083,CID5177180,2024-10-21,24.25410025565649,Ghitorni Village,Ramesh Nagar,89.0,36.02,14.3,38.8,4.9,4.5,2024-10-21 21:17:41,0,89.0,28.79587717873126,77.15116247300074,28.596763714883505,77.19989599284168,driver_7256,False,False,True,False,False,False,False,True,False,False,False,False,False,21,0,10,0,0,2.4708494594433796,2.293814373870764,55.70094479235342,0.0487180260738759,0
CNR9507888,CID8942908,2024-05-30,3.1274248825038526,Old Gurgaon,Pitampura,664.0,6.66,6.0,29.9,4.9,4.1,2024-05-30 19:46:48,0,664.0,28.70593469612052,77.14867332703899,28.612116166529212,77.15481961333815,driver_66953,False,False,False,False,False,False,False,False,False,False,False,False,False,19,3,5,0,1,99.69968472977706,22.207357116810797,13.364521676545133,0.5659464809384164,1
CNR9981005,CID8837275,2024-05-11,7.676573816248646,Tughlakabad,Shivaji Park,335.0,16.84,4.6,44.5,4.7,4.8,2024-05-11 19:15:36,0,335.0,28.664541034137915,77.12706278622505,28.590784965933185,77.08046794707954,driver_21742,False,False,False,False,False,False,True,False,False,False,False,False,False,19,5,5,1,1,19.893110457653773,7.528089718469895,22.70558736325299,0.4078978494623656,1
CNR3383499,CID9556095,2024-12-28,25.857490027974222,Qutub Minar,Badshahpur,108.0,14.1,14.1,28.7,4.4,4.3,2024-12-28 20:32:27,0,108.0,28.566941335122497,77.14287640929085,28.758721145750613,77.19961129223121,driver_84839,False,False,True,False,False,True,False,False,False,False,False,False,False,20,5,12,1,0,7.659573924852913,3.763066070973307,29.477290291379184,0.2848941395034623,1
CNR3686443,CID7907877,2024-09-09,25.315570474717347,GTB Nagar,Paharganj,287.0,32.15,14.9,20.8,4.3,5.0,2024-09-09 21:30:44,0,287.0,28.685682987061735,77.01998169056135,28.584477598853773,77.22175462308063,driver_77049,False,False,True,False,False,False,False,False,False,False,False,False,False,21,0,9,0,0,8.92690485452862,13.798076259707871,92.74011709581607,0.1090917571729615,0
CNR5642105,CID5746522,2024-01-05,16.045120805669164,Chhatarpur,Lal Quila,677.0,23.35,11.9,31.8,5.0,4.2,2024-01-05 23:34:15,0,677.0,28.585252970923733,77.19919610741462,28.53060406048736,77.20925130082294,driver_56452,False,False,False,True,False,True,False,False,False,False,False,False,False,23,4,1,0,0,28.993574775435768,21.289307506625548,44.05652064807425,0.2509245084939873,0
CNR8533858,CID9920933,2024-06-24,8.37717640765752,Shastri Park,Shivaji Park,706.0,20.99,12.8,45.0,4.2,3.4,2024-06-24 08:39:43,0,706.0,28.662504907054934,77.04479458823984,28.433819015633375,77.18189679458779,driver_83541,False,False,False,True,False,False,False,False,True,False,False,False,False,8,0,6,0,1,33.6350627139084,15.68888854024692,27.98662935116086,0.3172640811888366,1
CNR4123593,CID6638547,2024-08-02,27.81601528373005,New Colony,Tagore Garden,696.0,9.36,14.7,35.2,4.2,4.9,2024-08-02 08:38:17,0,696.0,28.676874916209066,76.98441332546427,28.557152491007873,77.25301119678424,driver_91127,False,False,False,False,False,False,False,False,False,False,False,False,False,8,4,8,0,1,74.35896641464035,19.772726711002083,15.954518259343876,0.5979871622728016,1
CNR9032729,CID5025810,2024-01-08,3.8482318526355743,Green Park,Sadar Bazar Gurgaon,98.0,31.01,3.0,17.1,4.4,4.9,2024-01-08 06:35:03,0,98.0,28.56928348466355,77.2736615332981,28.535919482644857,77.29976043187173,driver_92065,False,False,False,False,False,False,False,False,False,False,False,False,False,6,0,1,0,0,3.1602707784498296,5.730993816900946,108.8066357661903,0.0880096774193548,0
CNR9129292,CID3327570,2024-11-25,19.009429317293993,Pitampura,Tis Hazari,286.0,4.59,11.2,30.5,4.2,4.2,2024-11-25 07:03:31,0,286.0,28.69186438523615,77.2000503928503,28.747223277596103,77.24779180627544,driver_23270,False,False,True,False,False,False,True,False,False,False,False,False,False,7,0,11,0,1,62.30935461669834,9.377048872883645,9.029490433789311,0.4763367781760255,1
CNR1220077,CID4466611,2024-07-12,4.06716702880309,Kirti Nagar,Khandsa,293.0,38.9,3.8,25.7,3.7,3.9,2024-07-12 09:54:09,0,293.0,28.62003902762309,77.23250229135371,28.396038152547145,77.11939346625283,driver_81651,False,False,True,False,False,False,False,False,False,False,False,False,False,9,4,7,0,1,7.5321334824644355,11.4007777665067,90.81690859865697,0.1813456011730205,0
CNR1132265,CID6849580,2024-07-18,5.67197767683222,Greater Kailash,Bhikaji Cama Place,84.0,4.6,3.4,17.7,4.6,3.8,2024-07-18 17:38:58,0,84.0,28.691433985230812,77.21595157139883,28.55369000738574,77.30674893311955,driver_36526,False,False,True,False,False,False,False,False,False,True,False,False,False,17,3,7,0,1,18.260865595464,4.745762443742235,15.5931674807882,0.400252841781874,1
CNR9781988,CID4760056,2024-03-16,8.545181025673072,Shahdara,Netaji Subhash Place,256.0,47.68,9.9,26.2,4.4,3.8,2024-03-16 11:56:33,0,256.0,28.54705669693512,77.14115962731319,28.553504301881276,77.28374670838461,driver_15843,True,False,False,False,False,False,False,False,False,False,True,False,False,11,5,3,1,0,5.369127404170986,9.770991993473588,109.19058963987106,0.1211118856895432,0
CNR5385404,CID1605880,2024-09-26,1.573693718410585,Dilshad Garden,Dwarka Sector 21,957.0,6.44,2.7,15.9,3.2,4.5,2024-09-26 11:30:16,0,957.0,28.632183615904545,77.16623415810558,28.42782719214935,77.1836430915642,driver_52596,False,False,True,False,False,False,False,True,False,False,False,False,False,11,3,9,0,0,148.6024613971333,60.188675459831735,24.30179508756571,0.5169866778382907,1
CNR5360639,CID4245622,2024-11-08,6.98121182242903,Ambience Mall,INA Market,809.0,32.05,8.5,44.2,4.4,4.6,2024-11-08 21:12:10,0,809.0,28.809262460337624,77.4089510639698,28.406134201089355,77.32900491286438,driver_88233,False,False,False,False,False,False,False,False,False,False,False,False,False,21,4,11,0,0,25.24180888481096,18.30316700671568,43.50672827140958,0.2391821983273596,0
CNR7397379,CID7496877,2024-05-15,12.101904023745918,Tis Hazari,Akshardham,592.0,3.82,7.5,36.9,4.2,3.6,2024-05-15 17:57:02,0,592.0,28.48845989402725,77.19432831269059,28.649203387629584,76.96593796939987,driver_18371,False,False,True,False,False,False,False,True,False,False,False,False,False,17,2,5,0,1,154.97378142047606,16.043359998824933,6.211372014029245,0.4948387096774193,1
CNR6951903,CID1240887,2024-12-05,15.691233749412456,Subhash Nagar,Jasola,279.0,16.99,14.9,28.1,4.6,3.9,2024-12-05 19:16:54,0,279.0,28.7101619620428,77.25409997112243,28.663683045707646,77.13389849619061,driver_33251,False,False,False,False,False,False,True,False,False,False,False,False,False,19,3,12,0,1,16.421423400740235,9.928825269436825,36.277502610314706,0.3134207894310261,1
CNR4099178,CID6291059,2024-10-12,12.15644459275556,Bahadurgarh,Green Park,694.0,16.01,7.4,25.8,3.8,5.0,2024-10-12 18:23:16,0,694.0,28.46888368329633,77.16865093007628,28.7661184224393,77.37509543909025,driver_12641,False,False,True,False,False,False,False,True,False,False,False,False,False,18,5,10,1,1,43.34790485022455,26.899223763595977,37.23247155239174,0.4863306451612902,1
CNR6586481,CID9458736,2024-06-23,12.523359250045534,Sushant Lok,Samaypur Badli,1247.0,2.74,7.4,28.4,4.3,4.6,2024-06-23 10:37:18,0,1247.0,28.409658153466303,77.24274558408736,28.50655633369719,77.18635178605547,driver_72441,False,True,False,False,False,False,False,False,False,False,True,False,False,10,6,6,1,0,455.1093229528018,43.9084491581532,5.788720164675709,0.4579983870967742,1
CNR7711239,CID5459566,2024-08-07,1.9579663955803088,Barakhamba Road,Botanical Garden,210.0,4.5,3.6,34.2,3.7,4.1,2024-08-07 23:00:44,0,210.0,28.569895096583117,77.26301242223226,28.721958109450124,77.25904737205421,driver_74579,False,False,True,False,False,False,False,True,False,False,False,False,False,23,2,8,0,0,46.6666562962986,6.140350697650565,7.894722991714048,0.4211056639159789,1
CNR8621369,CID9997246,2024-12-17,12.01427630762472,Malviya Nagar,Chhatarpur,418.0,19.26,10.6,22.2,4.7,3.3,2024-12-17 17:06:40,0,418.0,28.84263532501654,77.27618260314658,28.709389159017284,77.3390061999591,driver_81757,False,False,True,False,False,False,False,False,False,True,False,False,False,17,1,12,0,1,21.703010295793856,18.828827980683425,52.05391336780172,0.2977528949545078,1
CNR5418500,CID4782835,2024-03-11,11.02153194230342,Pitampura,Tilak Nagar,345.0,28.8,5.8,41.5,3.6,4.6,2024-03-11 17:34:07,0,345.0,28.58491780911316,77.23470475946047,28.85201220717133,77.22382991709847,driver_21613,False,False,False,True,False,False,False,False,True,False,False,False,False,17,0,3,0,1,11.979166250723392,8.313252811728848,41.63849401663516,0.2163059737156511,0
CNR6989641,CID7085102,2024-01-14,8.230543799645584,Moolchand,Vishwavidyalaya,403.0,20.05,12.4,39.5,4.2,4.8,2024-01-14 18:35:48,0,403.0,28.479612692699597,77.30958074499917,28.5957262400468,77.15922288691078,driver_65589,True,False,False,False,False,False,True,False,False,False,False,False,False,18,6,1,1,1,20.09974962096012,10.202531387277688,30.4556499407849,0.3030485354097145,1
CNR6622919,CID1793086,2024-02-18,2.8758565916027616,Jor Bagh,Mandi House,990.0,33.91,3.3,33.0,4.2,4.6,2024-02-18 12:28:43,0,990.0,28.636858739697573,77.31375409727748,28.626460470782018,77.2199881924128,driver_20175,False,False,True,False,False,False,True,False,False,False,False,False,False,12,6,2,1,0,29.194926888972965,29.99999909090912,61.654433355575705,0.3161990283715508,1
CNR3385958,CID7439182,2024-06-03,18.61287233119915,Jhilmil,Dwarka Sector 21,84.0,35.28,10.2,19.7,3.3,3.8,2024-06-03 19:21:50,0,84.0,28.63076677600193,77.28408738814974,28.534644744854997,77.21421986582764,driver_25653,False,False,False,False,False,False,False,True,False,False,False,False,False,19,0,6,0,1,2.3809523134650705,4.263959174418316,107.4514493864486,0.1028834465195246,0
CNR7143575,CID9670783,2024-08-07,6.836783677656443,Raj Nagar Extension,Bhikaji Cama Place,279.0,29.75,5.6,27.7,3.9,4.9,2024-08-07 06:47:42,0,279.0,28.530989994788392,77.03412309587138,28.62786625110772,77.3370403470899,driver_20628,False,False,True,False,False,False,False,False,True,False,False,False,False,6,2,8,0,0,9.378150945272235,10.072201802447587,64.44029363113293,0.1330456177723676,0
CNR8352310,CID1418549,2024-01-15,9.605107471307797,Sonipat,Kalkaji,617.0,5.11,12.5,22.7,4.9,4.8,2024-01-15 13:50:27,0,617.0,28.77065221942797,77.18543433347968,28.598241411775337,77.17455528822859,driver_89149,False,False,False,False,False,False,False,False,True,False,False,False,False,13,0,1,0,0,120.74361629283436,27.18061554270416,13.506572229324506,0.4556940092165898,1
CNR8599130,CID6139920,2024-02-08,8.209407617722203,Peeragarhi,Sultanpur,133.0,3.37,4.6,27.0,4.3,3.9,2024-02-08 16:00:35,0,133.0,28.630561623862,77.0234517294203,28.7486072830828,77.31052272929358,driver_50924,False,False,False,True,False,False,False,True,False,False,False,False,False,16,3,2,0,0,39.46586365998111,4.925925743484232,7.488872246950563,0.3796930107526881,1
CNR1612211,CID9378909,2024-08-23,7.872180501987562,Green Park,Tagore Garden,155.0,29.6,12.4,35.3,4.2,4.4,2024-08-23 10:32:22,0,155.0,28.50477446444445,77.1597937458376,28.737263970757176,77.18734739813868,driver_75359,True,False,False,False,False,False,False,False,True,False,False,False,False,10,4,8,0,0,5.236486309578165,4.39093471980355,50.31152921553108,0.0733904708935854,0
CNR5694998,CID1843880,2024-10-22,22.13209952861854,Raj Nagar Extension,Ramesh Nagar,348.0,47.71,13.1,44.8,4.2,4.7,2024-10-22 08:19:44,0,348.0,28.624302188280012,77.44727176597436,28.55931784956155,77.28582279090142,driver_74282,False,False,True,False,False,True,False,False,False,False,False,False,False,8,1,10,0,1,7.294068176607249,7.76785696946748,63.89723585191628,0.1534114061664587,0
CNR9427961,CID8112319,2024-07-08,2.6532274156795497,Botanical Garden,Madipur,301.0,33.97,2.8,15.5,4.3,4.5,2024-07-08 14:44:03,0,301.0,28.644882071022703,77.36731888459656,28.743013693658515,77.26908072618504,driver_1222,False,False,True,False,False,False,False,True,False,False,False,False,False,14,0,7,0,0,8.860759232830167,19.419353585848157,131.4962651757477,0.1473428866832092,0
CNR7207082,CID7318335,2024-07-17,22.920746724010097,Indraprastha,Lajpat Nagar,1195.0,29.19,12.6,30.6,3.7,4.1,2024-07-17 16:22:59,0,1195.0,28.500933254068947,77.16471282540314,28.750861504945476,77.31821719507961,driver_11308,False,True,False,False,False,False,False,False,False,False,False,False,False,16,2,7,0,0,40.93867622683534,39.052286305480834,57.23518189180021,0.2699945747800586,1
CNR2460768,CID9043867,2024-05-11,14.8440785523573,DLF City Court,Maidan Garhi,67.0,22.45,8.5,23.3,4.5,4.3,2024-05-11 19:06:52,0,67.0,28.65139440085597,77.41801802310381,28.58558885769585,77.1151102021185,driver_27174,False,False,True,False,False,False,False,True,False,False,False,False,False,19,5,5,1,1,2.984409666618723,2.8755363572731176,57.81100992872979,0.1614999402628434,0
CNR7716382,CID7102544,2024-03-17,5.7450177081935,Preet Vihar,Sushant Lok,2288.0,17.84,3.2,20.2,4.3,4.6,2024-03-17 20:46:32,0,2288.0,28.747901390618427,77.19274015838404,28.674419966877803,77.12456275146845,driver_65393,False,False,False,True,False,False,False,False,False,False,True,False,False,20,6,3,1,0,128.25111388726938,113.26732112538014,52.98994161403481,0.4512514162077105,1
CNR4882785,CID5181140,2024-08-29,12.939773670397903,Pulbangash,Kashmere Gate,167.0,46.32,7.2,27.1,4.4,4.7,2024-08-29 20:52:48,0,167.0,28.6641203551208,77.186254068889,28.67515632792368,77.17562481113401,driver_33525,False,False,False,True,False,False,False,False,False,False,True,False,False,20,3,8,0,0,3.60535398088614,6.162361396222826,102.55327847982625,0.0706513484928609,0
CNR6005125,CID3564620,2024-01-03,27.185070372473664,Udyog Vihar Phase 4,Noida Sector 18,402.0,29.97,13.9,30.7,3.7,4.2,2024-01-03 16:44:36,0,402.0,28.468625281289235,77.27069696428939,28.63855372648921,77.21581777109007,driver_86410,False,False,False,False,False,False,False,False,False,False,False,False,False,16,2,1,0,0,13.413412965852087,13.094462114186902,58.57317542701871,0.1495437361324458,0
CNR4228358,CID3352109,2024-02-29,1.9938913534505,Preet Vihar,Noida Extension,984.0,25.1,2.4,42.2,4.4,4.6,2024-02-29 08:06:01,0,984.0,28.498338826426444,77.07055004217383,28.772120648528382,77.09086844620657,driver_85863,False,False,False,False,False,False,True,False,False,False,False,False,False,8,3,2,0,1,39.203185689116104,23.317534992475473,35.68715305144116,0.3711353095030514,1
CNR6011658,CID4487377,2024-08-26,8.301303391434972,MG Road,Ardee City,458.0,25.49,4.9,38.2,4.5,4.9,2024-08-26 03:07:34,0,458.0,28.75783651843601,77.34147244189985,28.454513021566715,77.16669737087275,driver_84829,False,False,False,True,False,True,False,False,False,False,False,False,False,3,0,8,0,0,17.967829816876037,11.989528481949517,40.03658632996911,0.2134744053437602,0
CNR5111366,CID3657372,2024-04-23,4.965117264318698,Mayur Vihar,Lajpat Nagar,182.0,40.23,2.9,36.9,4.3,4.6,2024-04-23 17:42:28,0,182.0,28.671930222985495,77.32161703523472,28.708243105303257,77.26396856179014,driver_34089,False,False,False,True,False,False,True,False,False,False,False,False,False,17,1,4,0,1,4.523986961869577,4.932249188827936,65.41452778125563,0.1615379134340547,0
CNR3245582,CID7754735,2024-05-22,6.021954970796947,MG Road,Maidan Garhi,662.0,17.62,4.9,36.2,3.7,4.5,2024-05-22 15:31:23,0,662.0,28.59305317894596,77.3363131859055,28.668459057931603,77.17569015484665,driver_4294,False,False,False,True,False,False,False,False,False,False,False,False,False,15,2,5,0,0,37.570939978947784,18.287292312505738,29.20437148446715,0.3448679537308569,1
CNR7991279,CID5489298,2024-10-26,2.748939874826363,Sikanderpur,Palam Vihar,512.0,41.77,2.6,16.5,4.9,4.2,2024-10-26 16:42:37,0,512.0,28.75211379948467,77.3229019759547,28.816800155936185,77.33033266575109,driver_15923,False,False,False,True,False,False,True,False,False,False,False,False,False,16,5,10,1,0,12.257600855695454,31.030301149678717,151.89035676233905,0.2281491511035653,0
CNR6320345,CID5237182,2024-06-14,5.108333589710581,Narsinghpur,Sadar Bazar Gurgaon,546.0,15.66,3.1,20.2,3.0,4.4,2024-06-14 22:06:18,0,546.0,28.52340220080992,77.31885929134836,28.401340422171465,77.28387287100442,driver_22310,False,False,False,True,False,False,False,True,False,False,False,False,False,22,4,6,0,0,34.86589815671149,27.02970163219299,46.514713322633696,0.39363162086818,1
CNR3575490,CID5020584,2024-03-04,27.5488160804333,Okhla,Tughlakabad,783.0,44.91,14.0,31.2,3.7,4.2,2024-03-04 18:49:42,0,783.0,28.745461273292957,77.2222227813108,28.562855715107503,77.14025753294591,driver_50599,False,False,True,False,False,False,False,False,False,False,True,False,False,18,0,3,0,1,17.434869351260982,25.096153041789968,86.3652185284259,0.2396657894736842,0
CNR4284189,CID6067209,2024-09-23,2.877374399059049,Akshardham,Huda City Centre,193.0,21.12,3.2,25.1,4.1,3.4,2024-09-23 16:38:34,0,193.0,28.67417854507148,77.1403595132373,28.60205186822461,77.24181509771438,driver_52351,False,True,False,False,False,True,False,False,False,False,False,False,False,16,0,9,0,0,9.138257143074943,7.689242721544114,50.48593509338225,0.1457901258851298,0
CNR6165531,CID5425054,2024-10-20,19.86987425091851,Badarpur,Udyog Bhawan,796.0,31.06,10.0,30.9,4.2,4.9,2024-10-20 07:01:48,0,796.0,28.807568843243757,77.2254149745272,28.712505308033915,77.20665149206955,driver_38604,False,False,False,True,False,False,True,False,False,False,False,False,False,7,6,10,1,1,25.627816303032315,25.760516965679063,60.31056250376212,0.3356494623655914,1
CNR8200990,CID4551782,2024-02-22,13.993384916376131,Central Secretariat,Lal Quila,943.0,36.36,7.7,16.6,3.7,4.2,2024-02-22 01:46:48,0,943.0,28.665672076402707,77.12020932408441,28.52819447697112,77.2106646734679,driver_16759,False,False,True,False,False,False,False,False,False,False,False,False,False,1,3,2,0,0,25.935092796064556,56.80722549354063,131.42121173056003,0.239249110998222,0
CNR4755989,CID1735520,2024-07-08,17.40404349763276,DLF City Court,Dwarka Sector 21,241.0,33.44,13.9,36.0,4.2,4.3,2024-07-08 02:06:25,0,241.0,28.47242388774182,77.00039253729724,28.414637375473756,77.23796131971564,driver_55106,False,False,False,False,False,False,True,False,False,False,False,False,False,2,0,7,0,0,7.206937583524595,6.69444425848766,55.733240444599254,0.091300187745349,0
CNR2327566,CID7742637,2024-08-05,24.213690518659604,Qutub Minar,Greater Noida,390.0,42.67,12.7,18.6,3.8,4.2,2024-08-05 14:52:31,0,390.0,28.67683606334289,77.11923455027934,28.470727544983173,77.27531966003883,driver_8787,False,False,False,False,False,False,True,False,False,False,False,False,False,14,0,8,0,0,9.13991073025754,20.967740808185976,137.6447172751056,0.1108389101512666,0
